,easting,northing,distance,racmo_2m_air_temperature_kelvin,racmo_total_precipitation_mm_water_equivalent,racmo_runoff_mm_water_equivalent,racmo_snowmelt_mm_water_equivalent,racmo_sublimation_mm_water_equivalent,racmo_snowdrift_mm_water_equivalent,heat_flux,bedmachine_ice_surface_elevation_masl,bedmachine_ice_thickness_m,bedmachine_bed_elevation_masl,arcticdem_10m_ice_surface_elevation_masl,arcticdem_32m_ice_surface_elevation_masl,promice_velocity_mperday,measures_velocity_mperyear,racmo_total_mass_loss,racmo_mass_balance
17,-509568.3828731875,-1190621.8449086684,170.08220428833903,254.77579510808846,191.61155340797282,1.8957824651640732e-07,99.54273095158071,4.1013773216391485,23.182579132584326,-9.622297756494603e+30,1405.3886128072347,736.7304245646409,668.6581882425941,1428.2548715460828,1428.2823569457526,0.003936586489049476,14.498926402602972,-4.101377132060902,195.7129305400337
18,-509577.8496084893,-1190618.6080060336,180.0870398347119,254.7758307368841,191.65395215990205,1.6650133024447769e-07,99.55673211847288,4.10093036587386,23.182240766189366,-9.676449506205386e+30,1405.2951533193934,736.6298522907459,668.6653010286478,1428.1857835263886,1428.2477684803684,0.003952307078231266,14.50868633195208,-4.10093019937253,195.75488235927457
19,-509587.3283406039,-1190615.4064048578,190.09187538108483,254.7758666974856,191.69663788357033,1.4348823259224222e-07,99.57077790021638,4.1004676447238495,23.181923529749394,-9.730694601395025e+30,1405.202072495223,736.5292596734213,668.6728128218019,1428.201039447661,1428.2007445484849,0.003970128610322255,14.518457477541986,-4.100467501235617,195.79710538480595
20,-509596.81901392154,-1190612.240376893,200.0967109274577,254.77590305221057,191.73961115149203,1.205472963767874e-07,99.58487080732888,4.099988365900147,23.18162819670751,-9.785032793085103e+30,1405.1099032662983,736.428633568926,668.6812696973724,1428.100739894757,1428.1428370910373,0.0039899941754656795,14.528240796028804,-4.099988245352851,195.83959939684487
21,-509606.32162435213,-1190609.110359667,210.10154647383055,254.77593986695356,191.7828738768918,9.768798711607435e-08,99.59901350654839,4.099491657788834,23.18135564957138,-9.839464125968825e+30,1405.019065263921,736.3279599528519,668.6911053110692,1427.9969087565785,1428.0863602478444,0.0040118438679946035,14.538039094646077,-4.099491560100846,195.88236543699267
22,-509615.8360989333,-1190606.0165947268,220.10638202020343,254.77597720233496,191.82642634286302,7.491829142733226e-08,99.6132083799364,4.098976763625925,23.18110663779289,-9.893988250881942e+30,1404.929867400014,736.2272262065644,668.70264119345,1427.9231154603226,1428.0423266672503,0.004035614732084457,14.547855232997527,-4.0989766887076335,195.92540303157065
23,-509625.3623446368,-1190602.959267337,230.1112175665764,254.7760151171358,191.8702683621161,5.224568116392303e-08,99.62745769715364,4.0984429664435,23.180881873662543,-9.948604703052694e+30,1404.8425109067052,736.1264202493779,668.7160906573278,1427.976328568198,1428.0139525988116,0.004061240954412346,14.557691790205482,-4.098442914197818,195.9687112763139
24,-509634.9003892621,-1190599.9389509035,240.11605311294926,254.77605367906048,191.9144028885232,2.968041704821736e-08,99.64176414372736,4.097889351774361,23.18068232368994,-1.0003313707880687e+31,1404.757092425814,736.0255276965992,668.731564729215,1428.0051062165296,1427.988918199017,0.004088654077011356,14.567551490561415,-4.097889322093944,196.01229221061715
25,-509644.4500908704,-1190596.9556972908,250.12088865932208,254.7760929426553,191.95882861245065,7.228811040851768e-09,99.65612973335624,4.097315294072438,23.180508610899505,-1.0058114519417905e+31,1404.6736105958973,735.9245376719771,668.7490729239202,1428.0182742034394,1427.9557446139004,0.004117782871735886,14.577436318475408,-4.097315286843627,196.05614389929428
26,-509654.01144139294,-1190594.0099922928,260.125724205695,254.77613297248877,192.00354773086153,-1.5099468921917842e-08,99.67055694982997,4.0967199458807,23.180361642404243,-1.011300715666933e+31,1404.591969654916,735.8234366932246,668.7685329616914,1427.9622766375858,1427.9095624867107,0.004148553679400282,14.587348444080515,-4.096719960980169,196.1002676918417
27,-509663.584315854,-1190591.101956012,270.1305597520679,254.7761738239973,192.0485594775449,-3.7295356729443167e-08,99.68504783475814,4.096102661430393,23.180242097271385,-1.0167990968730494e+31,1404.5119872746297,735.7222138094509,668.7897734651787,1427.9948880189029,1427.8529281498597,0.004180890386573127,14.59728944785911,-4.09610269872575,196.14466217627066
28,-509673.168708025,-1190588.232108393,280.1353952984408,254.776215561776,192.09386629934497,-5.934564204447024e-08,99.69960486314132,4.095462591494299,23.180150917796983,-1.0223065983791126e+31,1404.433399496335,735.6208556572104,668.8125438391249,1427.8558713124548,1427.789693208867,0.0042147146114734635,14.607261067228727,-4.095462650839941,196.18932895018492
29,-509682.76445309597,-1190585.400452918,290.14023084481363,254.77625823736872,192.13946647080334,-8.124147905334743e-08,99.7142298448598,4.0947991740199265,23.180088715087088,-1.0278231320658554e+31,1404.3558791807998,735.5193516648362,668.8365275159636,1427.6964642958503,1427.7220442202206,0.004249945813705051,14.61726431065664,-4.094799255261406,196.23426572606473
30,-509692.37150924787,-1190582.60741354,300.14506639118656,254.7763019117877,192.18536162392624,-1.0297119155317716e-07,99.72892501520988,4.094111635582685,23.180056369106254,-1.0333486801749628e+31,1404.2791484796824,735.4176833353345,668.8614651443479,1427.606125604488,1427.653866313757,0.004286501395781876,14.627300374192727,-4.094111738553877,196.2794733624801
31,-509701.9897855396,-1190579.853261203,310.14990193755943,254.77634664174676,192.23155214040167,-1.2452468047563726e-07,99.7436923683409,4.093399296283677,23.180054661695824,-1.0388831967030026e+31,1404.2030686628398,735.315830724194,668.8872379386461,1427.58898845318,1427.592416972051,0.004324296837462199,14.637370091964826,-4.093399420808358,196.32495156121004
32,-509711.61913785146,-1190577.1380882738,320.1547374839323,254.77639247910435,192.27803696571888,-1.4589366319321871e-07,99.75853363440999,4.092661582646016,23.180084263517536,-1.0444266050132756e+31,1404.1276326803832,735.2137748867009,668.9138577936822,1427.4504402201187,1427.5427487225647,0.004363245878974169,14.64747389276327,-4.09266172853968,196.37069869425855
33,-509721.259459336,-1190574.462122838,330.1595730303052,254.77643947837672,192.32481611310575,-1.6706918942160975e-07,99.77345063939845,4.091897860788885,23.18014593199749,-1.0499788497130923e+31,1404.0529559862564,735.1114958391195,668.9414601471368,1427.5178315262801,1427.505898082134,0.0044032605701602445,14.657611225635787,-4.0918980278580745,196.41671414096382
34,-509730.9106335131,-1190571.825566917,340.16440857667806,254.7764876928857,192.37188937256306,-1.88042900380373e-07,99.7884451206329,4.091107522027925,23.18024040930594,-1.0555398697515506e+31,1403.979267760218,735.0089736312584,668.9702941289595,1427.5589504579577,1427.4744926343196,0.004444251421287577,14.667780248449352,-4.091107710070825,196.46299708263388
35,-509740.5725342438,-1190569.2285946158,350.169244123051,254.77653717473578,192.4192562987614,-2.0880703992731183e-07,99.8035187265759,4.0902899835433395,23.180368421738834,-1.0611095983924773e+31,1403.9069012750701,734.9061883743148,669.0007129007549,1427.4935187404233,1427.438977957675,0.004486127530817829,14.67797887369028,-4.09029019235038,196.5095464911118
36,-509750.2450258172,-1190566.6713505276,360.1740796694238,254.77658797479702,192.46691620120694,-2.2935446335873472e-07,99.81867301709651,4.0894446888869656,23.18053067927992,-1.0666879632525812e+31,1403.8362838802063,734.8031202667415,669.0331636134645,1427.4147914445182,1427.3902201145308,0.004528796712222573,14.688204869699568,-4.089444918241429,196.55636111944838
37,-509759.9279631499,-1190564.1539483895,370.1789152157968,254.7766401426971,192.51486813666008,-2.496786438159244e-07,99.83390946421284,4.088571108330529,23.180727875336625,-1.0722748864043983e+31,1403.7679267233354,734.6997496180045,669.0681771053305,1427.4496857732943,1427.326990021147,0.004572165619272702,14.698455989585069,-4.088571358009173,196.60343949466926
38,-509769.6211920925,-1190561.676470026,380.18375076216967,254.7766937268196,192.5631109039849,-2.697736759538333e-07,99.84922945331111,4.087668739041194,23.18096068666197,-1.0778702845411913e+31,1403.7024143266246,734.5960568700401,669.1063574565841,1427.3004245852956,1427.255903093747,0.004616139869162458,14.708730002721303,-4.087669008814871,196.65077991279975
39,-509779.32454983937,-1190559.2389645795,390.1885863085425,254.77674877431147,192.61164304143122,-2.8963427679006927e-07,99.86463428483164,4.086737105084872,23.181229773458316,-1.0834740692020796e+31,1403.6403941268425,734.4920226162811,669.1483715105609,1427.0370866598332,1427.186428318648,0.004660624162898539,14.719024711632942,-4.086737394719148,196.69838043615036
