,easting,northing,distance,ramco_2m_air_temperature_kelvin,ramco_total_precipitation_mm_water_equivalent,ramco_runoff_mm_water_equivalent,ramco_snowmelt_mm_water_equivalent,ramco_sublimation_mm_water_equivalent,bedmachine_ice_surface_elevation_masl,bedmachine_ice_thickness_m,bedmachine_bed_elevation_masl,arcticdem_10m_ice_surface_elevation_masl,arcticdem_32m_ice_surface_elevation_masl,promice_velocity_mperday
21,-504602.27403186343,-1192320.1881750477,210.10476171926143,254.6449831389086,168.87773429366786,-1.2934127508571866e-07,89.06276670435446,5.551446694603031,1433.8888518736937,749.5061685242852,684.3826833494087,1457.158791422881,1457.1242892378316,0.006222937375676003
22,-504610.5991044811,-1192314.639035334,220.10975037255963,254.6450668346857,168.91029916889488,-1.3271505902996674e-07,89.0855795499682,5.551067154391612,1433.8275201635927,749.3923000294619,684.4352201341304,1457.1019780647143,1457.0562955351938,0.006219309608055066
23,-504618.91828346974,-1192309.0810634857,230.1147390258578,254.64515081273748,168.9428083645993,-1.361060314317085e-07,89.1083576407929,5.550678847286,1433.7662896667107,749.2793598116858,684.4869298550246,1456.9939330508453,1456.9817511243493,0.006215633088899691
24,-504627.2329443597,-1192303.5163345644,240.119727679156,254.6452351517089,168.9752787577974,-1.395119526071676e-07,89.13110131967119,5.5502807193175165,1433.7057981732144,749.1672858599126,684.5385123133015,1456.9054779138962,1456.9083825423788,0.006211901348871015
25,-504635.5443355256,-1192297.9467229974,250.1247163324541,254.6453199232072,169.0077255003854,-1.4293064954727574e-07,89.1538108574372,5.549871817984348,1433.6466429067027,749.0560220942577,684.5906208124452,1456.8289340421582,1456.8413732529302,0.006208108273678143
26,-504643.8537843564,-1192292.3742139074,260.1297049857523,254.64540520149188,169.04016474867794,-1.463598832342533e-07,89.17648657979332,5.54945115750431,1433.5893454461434,748.9455124904057,684.6438329557373,1456.805022729664,1456.7765324366742,0.006204247527033119
27,-504652.16251168546,-1192286.800629055,270.13469363905045,254.64549105486742,169.07261122952,-1.497974719604745e-07,89.19912874418424,5.5490178384099815,1433.5343215750013,748.8357063035288,684.6986152714718,1456.751118937837,1456.7080960182325,0.006200313122420169
28,-504660.47172415385,-1192281.227767513,280.1396822923486,254.64557755004273,169.1050794674005,-1.5324123322369263e-07,89.2217375948324,5.548570986950345,1433.4818564965901,748.7265554144326,684.7553010821572,1456.6755252678079,1456.6328212120422,0.006196299183348412
29,-504668.7825661632,-1192275.6573364995,290.1446709456468,254.6456647499558,169.13758316065693,-1.5668901686593077e-07,89.2443133280397,5.548109785240216,1433.4320853125519,748.618015651281,684.8140696612704,1456.6142433541847,1456.5552754092366,0.006192200116972248
30,-504677.09618172,-1192270.0910458844,300.14965959894494,254.6457527166656,169.170136004224,-1.6013866758624737e-07,89.26685612871371,5.5476334311537325,1433.384978724505,748.5100449970217,684.8749337274826,1456.4994279193065,1456.4811468882972,0.006188010466642845
31,-504685.4136343925,-1192264.5304907437,310.1546482522432,254.64584150771535,169.2027506420758,-1.6358807823802895e-07,89.28936611557745,5.547141188719771,1433.3403341996816,748.4026058141951,684.9377283854861,1456.3579308322176,1456.4103343864715,0.006183725182953217
32,-504693.73592223687,-1192258.9771750679,320.15963690554133,254.64593117687534,169.23543886856302,-1.6703518192155184e-07,89.31184334821945,5.546632377752628,1433.297772362891,748.295664383148,685.0021079797422,1456.2938756002266,1456.3400610726387,0.006179339616507013
33,-504702.0641352185,-1192253.4327494765,330.16462555883936,254.6460217813455,169.2682137133502,-1.7047785515487159e-07,89.33428792552985,5.546106274216421,1433.25673817483,748.1891863751911,685.0675517996387,1456.277894155603,1456.2671866799471,0.006174849094647131
